Event_id,Event_name,Price,Event_type,Location_Province,Address,Latitude,Longitude,Date,Time,Description,Image_link,Ticket_info,Ticket_link
5881,I age.,205,corporate,Northern Cape,"278 Reyes Rapids, Frankberg, Northern Cape - Lat: -31.053582, Lon: 18.002240",-31.053581512108376,18.002240008952114,2024-12-26,12:58,"Continue car soldier customer environmental realize able training although couple benefit each. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?school,Early Bird,https://www.ticketmaster.co.za/
5882,Still.,213,church,Free State,"124 Erin Brook, West Tommyview, Free State - Lat: -27.327181, Lon: 26.227359",-27.32718105770296,26.22735912915684,2025-04-23,20:30,"This sense gas value week station since hour at or process current budget. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?school,VIP,https://www.ticketmaster.co.za/
5883,Difficult go fear generation.,169,lifestyle,Eastern Cape,"479 Christopher Parkway, New Robertstad, Eastern Cape - Lat: -34.079888, Lon: 18.161053",-34.079888334509576,18.161053379946004,2024-11-25,13:59,"Effort again she hit focus day few toward stop ask Mr region. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
5884,Talk the receive ago.,226,church,Mpumalanga,"504 Miller Streets, North Christophermouth, Mpumalanga - Lat: -25.919550, Lon: 29.550900",-25.919549879016216,29.55089971810303,2025-03-17,17:57,"Administration story parent process here often anyone. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
5885,Key business.,246,sport,Mpumalanga,"128 Jessica Fields, East Phillip, Mpumalanga - Lat: -25.210999, Lon: 30.767160",-25.21099857606337,30.767159540233475,2025-02-01,08:36,"Skill tend daughter discuss billion perhaps night fear certainly break sometimes. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
5886,Structure fly country.,149,corporate,Western Cape,"113 Stephanie Hill, Martinezside, Western Cape - Lat: -33.633951, Lon: 20.151351",-33.633950547292464,20.15135078338702,2024-10-15,11:59,"Born oil learn room believe listen see talk fish. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?concert,General,https://www.ticketmaster.co.za/
5887,Decision feel history radio.,453,corporate,KwaZulu-Natal,"333 Newman Street, South Sean, KwaZulu-Natal - Lat: -29.591468, Lon: 31.098443",-29.59146797199861,31.098442939349862,2024-11-30,18:02,"American house development model model civil your close building significant man. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
5888,Focus together industry.,269,church,Gauteng,"862 Salinas Villages, Mcmillanport, Gauteng - Lat: -25.949458, Lon: 28.235143",-25.949457893131736,28.23514272288948,2024-11-16,18:41,"Must likely five kid feeling material. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?music,VVIP,https://www.ticketmaster.co.za/
5889,Official teach beat discover.,265,lifestyle,Free State,"464 Torres Motorway, East Matthewbury, Free State - Lat: -28.776494, Lon: 25.861570",-28.776493810443277,25.861569968073383,2025-01-25,19:09,"Air sport conference toward foreign all. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?concert,General,https://www.ticketmaster.co.za/
5890,Trade form.,255,sport,North West,"986 Samuel Flats, New Martin, North West - Lat: -26.837403, Lon: 26.043827",-26.837402824705872,26.04382734155437,2025-01-12,10:04,"Imagine option plant may when star suffer movement idea start. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?lifestyle,Early Bird,https://www.ticketmaster.co.za/
5891,Her approach team.,141,food,Western Cape,"1 Coleman Corners, Port Casey, Western Cape - Lat: -33.408936, Lon: 18.957333",-33.408936315625944,18.957332971014065,2025-01-21,19:20,Both left event marriage cell camera spring laugh occur money. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
5892,Article power.,474,lifestyle,Limpopo,"741 Margaret Forks, Port Hollyview, Limpopo - Lat: -23.077443, Lon: 25.640210",-23.077442740442685,25.640209604372707,2024-11-12,19:35,"Technology around enjoy benefit American air pattern individual. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?church,General,https://www.ticketmaster.co.za/
5893,Article interesting use.,243,corporate,Free State,"7 Shaw Alley, West Kevinmouth, Free State - Lat: -28.985747, Lon: 27.423372",-28.98574694832489,27.42337178127876,2024-12-31,12:21,"Factor marriage once season nice recently happen statement more rest anyone west. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?concert,Early Bird,https://www.ticketmaster.co.za/
5894,Not never assume.,484,lifestyle,Northern Cape,"838 Melanie Courts, East Lisa, Northern Cape - Lat: -29.795635, Lon: 17.306704",-29.79563520310365,17.306704433386237,2025-01-18,23:20,"Human unit follow late carry type big total future. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?music,Early Bird,https://www.ticketmaster.co.za/
5895,Leave young.,233,corporate,Mpumalanga,"470 Robert Flats, West Dawn, Mpumalanga - Lat: -25.992692, Lon: 30.777341",-25.992692391051868,30.77734076634495,2025-05-20,23:10,"Case hot contain computer there sort head realize. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?night light,Early Bird,https://www.ticketmaster.co.za/
5896,Window.,0,school,Free State,"702 Parker Mountains, East Tylerfurt, Free State - Lat: -28.072159, Lon: 25.675731",-28.072158636099118,25.6757307093118,2024-10-10,14:35,Population worker work care information product agent camera add language. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?church,Free,No entrance fee
5897,Purpose letter image.,183,church,North West,"167 Miller Drives, Staceyburgh, North West - Lat: -26.577356, Lon: 24.613932",-26.5773563681557,24.61393199976646,2025-03-22,14:32,"International community star wait boy fly some across morning yourself trip method outside. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?school,General,https://www.ticketmaster.co.za/
5898,Also financial tax.,316,lifestyle,Limpopo,"407 Cherry Ways, Patrickberg, Limpopo - Lat: -23.271602, Lon: 29.741662",-23.271601662474314,29.741661815176577,2025-03-02,15:13,"Test opportunity phone cup stay later who move old leader manager. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?corporate,VIP,https://www.ticketmaster.co.za/
5899,Yet small child into.,122,church,KwaZulu-Natal,"666 Anita Crossroad, South Caseyberg, KwaZulu-Natal - Lat: -27.236973, Lon: 31.794039",-27.23697298806721,31.794038974419124,2025-04-06,14:22,"Make stand similar new hard about power power. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?concert,General,https://www.ticketmaster.co.za/
5900,Win man picture.,137,corporate,Gauteng,"881 Richard Inlet, Kellyburgh, Gauteng - Lat: -25.547520, Lon: 27.778600",-25.547520411985708,27.778599685392457,2025-05-04,10:55,"Decade federal side ask friend cut actually course avoid system. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5901,Use marriage have.,418,music,Northern Cape,"82 Estes Mountains, Dunnfurt, Northern Cape - Lat: -28.576013, Lon: 20.949610",-28.576012643635817,20.949609803733512,2025-03-27,15:15,Either however black plan when tell PM audience work stand position movie. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5902,Not same Mr.,360,corporate,Gauteng,"645 Wiley Courts, Port Jackieport, Gauteng - Lat: -25.537653, Lon: 27.909682",-25.537653174663962,27.909681712951343,2025-05-20,18:27,"Country heavy only born nice name know that loss how guy yeah. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?concert,General,https://www.ticketmaster.co.za/
5903,Everything policy.,425,school,North West,"932 Mckay Keys, Mooreshire, North West - Lat: -25.938785, Lon: 25.709111",-25.938784548688886,25.709111148425826,2025-06-07,22:42,Good area visit color me various watch fact green understand evidence yes account. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?night light,VIP,https://www.ticketmaster.co.za/
5904,According possible.,0,school,Free State,"227 Irwin Plain, Jonathanfurt, Free State - Lat: -27.269515, Lon: 24.427943",-27.269514709876706,24.427943326583055,2025-06-03,10:29,Everyone candidate way turn already message trip again. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?food,Free,No entrance fee
5905,Reason but.,0,sport,Limpopo,"115 Hughes Hollow, Gilmoreton, Limpopo - Lat: -22.225434, Lon: 28.462977",-22.225434031659084,28.462977480093446,2025-02-11,19:39,"During whom according short eat tell Congress start. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?church,Free,No entrance fee
5906,Record argue dream.,335,church,Limpopo,"855 Jones Spur, Meyerland, Limpopo - Lat: -22.946045, Lon: 22.306348",-22.94604491518904,22.306348045007997,2025-01-13,16:45,"Discussion in throughout respond soon its agree popular house business out data. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?school,General,https://www.ticketmaster.co.za/
5907,Major part treatment.,262,church,Limpopo,"573 Gray Path, Lake Richard, Limpopo - Lat: -23.328422, Lon: 26.351599",-23.328421912490256,26.351599352207177,2024-11-17,08:37,"Positive center benefit decide live create financial dog fly school. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?music,General,https://www.ticketmaster.co.za/
5908,Huge require my.,0,lifestyle,Mpumalanga,"25 Carr Corner, Ashleyburgh, Mpumalanga - Lat: -24.549911, Lon: 29.918274",-24.549910921079256,29.91827418550406,2025-03-16,21:08,"Including view season real guy business chair field. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?sports,Free,No entrance fee
5909,New speech check.,133,church,Western Cape,"332 Cunningham Loop, North Phillip, Western Cape - Lat: -32.519422, Lon: 19.548162",-32.519422138612946,19.5481617735446,2024-11-28,10:48,"Gun wife daughter land might piece live great base possible senior. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,VIP,https://www.ticketmaster.co.za/
5910,Kind news hear time.,336,sport,KwaZulu-Natal,"570 Micheal Wall, Dianafort, KwaZulu-Natal - Lat: -25.863693, Lon: 28.091367",-25.863692685383704,28.091366789572483,2025-03-10,15:28,"Section modern energy shake short wall marriage hour story relationship rather. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?sports,Early Bird,https://www.ticketmaster.co.za/
5911,Part must.,339,school,Free State,"85 Dorothy Field, Lambmouth, Free State - Lat: -29.386933, Lon: 27.374179",-29.38693258171006,27.37417897216941,2025-01-08,08:37,Personal quite population clear onto require news major kid. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?night light,Early Bird,https://www.ticketmaster.co.za/
5912,A.,232,food,KwaZulu-Natal,"964 Rodgers Cliffs, Hendersonmouth, KwaZulu-Natal - Lat: -25.616563, Lon: 31.847312",-25.616563348867096,31.84731203858829,2025-04-25,18:43,At practice computer summer concern civil catch lead store whether still. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?music,Early Bird,https://www.ticketmaster.co.za/
5913,Or act point method.,174,school,Free State,"274 Lynch Ferry, Bishopchester, Free State - Lat: -29.656926, Lon: 25.794314",-29.656926170320023,25.794314333756027,2024-11-10,20:39,Race your yeah yet state lay collection successful choose hotel. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?corporate,Early Bird,https://www.ticketmaster.co.za/
5914,Glass goal.,328,food,Mpumalanga,"133 Adrian Knoll, Rodriguezmouth, Mpumalanga - Lat: -25.373017, Lon: 29.447325",-25.373016726101792,29.44732532735412,2025-02-03,22:02,Here language offer why soon wind role little. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?church,VIP,https://www.ticketmaster.co.za/
5915,Individual he maintain.,341,night light,Eastern Cape,"683 Johnson Dale, Lake Christopherfurt, Eastern Cape - Lat: -34.461436, Lon: 25.942965",-34.46143624918823,25.94296534594763,2024-10-04,10:12,"Newspaper TV kitchen thought claim toward involve reach conference. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5916,Staff culture everyone.,0,night light,North West,"487 Brandy Isle, Lake Kayla, North West - Lat: -25.902684, Lon: 27.557462",-25.902684033593005,27.55746209090618,2024-12-25,08:22,"Pattern should together suffer floor deep account possible administration author. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?food,Free,No entrance fee
5917,Continue into there.,158,lifestyle,Gauteng,"400 Jamie Circles, Castroburgh, Gauteng - Lat: -25.565677, Lon: 27.596616",-25.56567706430818,27.596616403938317,2025-02-16,09:25,"Start suddenly drop price law rate our once example new consumer director employee. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?lifestyle,General,https://www.ticketmaster.co.za/
5918,Specific.,327,sport,North West,"52 Davenport Parks, New Michael, North West - Lat: -25.795648, Lon: 26.221689",-25.795647612912738,26.221689280333866,2024-12-20,09:56,"Where experience trade material less available once field other industry above. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
5919,They local.,351,school,North West,"980 Bender Crest, Zacharystad, North West - Lat: -26.953631, Lon: 25.001292",-26.953631118093284,25.0012924265651,2024-11-07,09:28,Across smile brother girl do less inside save go. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?night light,Early Bird,https://www.ticketmaster.co.za/
5920,Finally practice.,491,food,Gauteng,"567 Bates Meadows, Thomasland, Gauteng - Lat: -26.105512, Lon: 28.126471",-26.105511872008123,28.126471410727298,2024-11-20,09:06,Ball understand for compare next study class from decide everyone. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?church,VIP,https://www.ticketmaster.co.za/
5921,Interesting trouble.,208,church,Eastern Cape,"51 Mendoza Flat, West Michaelport, Eastern Cape - Lat: -33.495750, Lon: 16.230805",-33.49575044131013,16.23080528711931,2025-05-31,18:07,"Describe laugh pretty bank describe hair source likely rich name. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?corporate,VIP,https://www.ticketmaster.co.za/
5922,Quickly help measure prepare.,346,music,North West,"329 Gabriella Stravenue, Lestad, North West - Lat: -26.369496, Lon: 26.377084",-26.369496491030333,26.37708435237394,2024-10-22,13:06,Though group professional answer number left. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5923,Expect across.,438,food,Limpopo,"256 Amy Glens, New Sherry, Limpopo - Lat: -22.132163, Lon: 27.430549",-22.13216315832578,27.43054927515332,2025-03-16,09:22,Effect appear push any involve so true bill care admit car. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?concert,General,https://www.ticketmaster.co.za/
5924,Ground business.,234,church,Western Cape,"487 Daniel Islands, Robertton, Western Cape - Lat: -33.487443, Lon: 18.377139",-33.48744292469158,18.37713893528374,2025-02-15,10:59,"Together rate interest side main peace success whom however culture. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,General,https://www.ticketmaster.co.za/
5925,Stage industry practice.,458,school,Northern Cape,"227 Fox Road, Harrisshire, Northern Cape - Lat: -29.950006, Lon: 23.637430",-29.950006334291785,23.63742976980667,2024-11-25,22:41,Yeah myself series parent discover wall back actually. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?concert,VVIP,https://www.ticketmaster.co.za/
5926,Doctor program.,375,church,North West,"870 Richmond Streets, Henryborough, North West - Lat: -25.752662, Lon: 28.158594",-25.75266160773281,28.15859391578067,2024-11-07,18:45,"Require must line than measure behind couple small. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?night light,VIP,https://www.ticketmaster.co.za/
5927,Agree pull.,0,lifestyle,Free State,"799 Frazier Course, Petersonstad, Free State - Lat: -27.998800, Lon: 27.723922",-27.99880007975302,27.72392170314565,2025-04-14,08:14,"Film southern walk determine require wonder several. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?school,Free,No entrance fee
5928,Star memory toward.,148,night light,Gauteng,"579 Donald Squares, East Marktown, Gauteng - Lat: -25.540657, Lon: 28.417107",-25.54065728683589,28.417107022402604,2025-06-01,08:06,"Board alone voice bar company baby listen seat their. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?lifestyle,VIP,https://www.ticketmaster.co.za/
5929,Than challenge city.,207,lifestyle,Limpopo,"182 Reed Creek, Lake Crystal, Limpopo - Lat: -22.065044, Lon: 24.975993",-22.065043816953555,24.97599279824256,2024-12-08,16:36,"Operation less race ago learn structure factor stock heavy Congress trade customer. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5930,Trip add able.,378,food,Gauteng,"855 Christina Cape, Port Tim, Gauteng - Lat: -26.260521, Lon: 27.519517",-26.26052053478805,27.51951689090441,2024-11-21,14:54,Life great inside choice lead top head where project natural. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
5931,Past pretty.,431,night light,Eastern Cape,"565 Serrano Squares, North Erinland, Eastern Cape - Lat: -34.244518, Lon: 22.563177",-34.2445176862629,22.563177034808234,2025-03-01,09:14,"Yourself star goal matter compare religious. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?food,VIP,https://www.ticketmaster.co.za/
5932,Up wonder decade.,409,school,Northern Cape,"165 Mckinney Shoals, Kleinview, Northern Cape - Lat: -30.111228, Lon: 20.517185",-30.111228149966102,20.517184594584954,2025-03-03,19:12,Up around foot media industry think realize play simply article travel. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?corporate,Early Bird,https://www.ticketmaster.co.za/
5933,Lead including.,100,food,Western Cape,"97 Logan Overpass, North Elizabeth, Western Cape - Lat: -32.112346, Lon: 20.296178",-32.11234628227035,20.296177646144642,2025-03-29,13:31,Entire my office pretty leg other during black democratic senior property pretty. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
5934,Join.,496,church,KwaZulu-Natal,"494 Kimberly Coves, West Traciport, KwaZulu-Natal - Lat: -26.775699, Lon: 29.699012",-26.775698613839225,29.69901159761092,2025-02-12,23:19,"Career ground political later each tough effect suddenly. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?concert,Early Bird,https://www.ticketmaster.co.za/
5935,Boy.,442,lifestyle,Free State,"577 Bryant Via, Rodgersmouth, Free State - Lat: -27.341509, Lon: 24.362559",-27.341508615766607,24.362559078654183,2025-02-14,18:55,"Beautiful least water where yeah condition trade current on. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
5936,Environment hear.,475,school,Gauteng,"321 Martin Turnpike, Victoriaburgh, Gauteng - Lat: -26.415275, Lon: 27.752356",-26.415275065412345,27.752355500846367,2025-05-05,18:51,Example then church year quickly apply its. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?food,VVIP,https://www.ticketmaster.co.za/
5937,Product reveal very.,491,school,KwaZulu-Natal,"528 Kimberly Unions, West Timothy, KwaZulu-Natal - Lat: -26.529693, Lon: 28.596106",-26.52969264626791,28.59610581712893,2025-02-01,10:25,Week head position a physical charge order side politics mean white. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?school,Early Bird,https://www.ticketmaster.co.za/
5938,Affect.,389,lifestyle,Limpopo,"43 Hebert Viaduct, Mcgeeport, Limpopo - Lat: -22.631206, Lon: 24.927155",-22.63120575677514,24.927155049519584,2025-01-18,10:54,"Break somebody place wrong father glass candidate method push because future. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?corporate,VIP,https://www.ticketmaster.co.za/
5939,Source understand unit.,366,food,KwaZulu-Natal,"812 Lopez Manor, North Jessicamouth, KwaZulu-Natal - Lat: -28.850895, Lon: 28.047272",-28.850895284161027,28.047272141589445,2024-12-09,15:50,Deep policy instead work generation late reveal sound off change instead item. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5940,Doctor story strong.,172,school,Limpopo,"535 Amber Well, Johnhaven, Limpopo - Lat: -22.377646, Lon: 24.513448",-22.3776457583303,24.51344788136547,2025-03-11,08:04,Image smile simply address picture bad interest sing show scene pressure. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?food,Early Bird,https://www.ticketmaster.co.za/
5941,Deal.,376,lifestyle,Mpumalanga,"991 Kelley Trace, Hillview, Mpumalanga - Lat: -24.011536, Lon: 30.529810",-24.011535833973483,30.52981008503057,2025-02-17,14:19,"Everybody however traditional moment still growth war. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
5942,Offer.,488,food,Gauteng,"275 Donaldson Unions, South Nicole, Gauteng - Lat: -26.031203, Lon: 27.645222",-26.031202684224034,27.645222206543686,2024-12-22,09:51,Citizen floor want more child be table bank final. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?school,Early Bird,https://www.ticketmaster.co.za/
5943,Create bring.,333,music,KwaZulu-Natal,"429 William Island, Lake Amandafort, KwaZulu-Natal - Lat: -27.738490, Lon: 30.154296",-27.738489653725058,30.15429613929487,2025-05-14,11:51,Door this customer indeed defense feel. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?music,VIP,https://www.ticketmaster.co.za/
5944,Art another deal the.,0,night light,Mpumalanga,"23 Mendoza Lakes, Ruizville, Mpumalanga - Lat: -25.562449, Lon: 30.042196",-25.562448989819327,30.042196030209432,2025-03-17,21:48,"South control girl position social customer truth activity. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?night light,Free,No entrance fee
5945,Company someone American.,0,music,Gauteng,"708 Lisa Curve, Floydberg, Gauteng - Lat: -25.937903, Lon: 28.053971",-25.937902760468617,28.053970540920133,2024-11-05,18:19,Hit government girl pay season yeah participant degree. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?food,Free,No entrance fee
5946,White yourself civil.,134,food,Free State,"955 Nathan Center, Port Amanda, Free State - Lat: -27.782803, Lon: 27.369643",-27.782803482381315,27.369643381452242,2024-11-28,14:28,Within yard need stock nature pull Democrat tonight political commercial. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?church,General,https://www.ticketmaster.co.za/
5947,Suggest.,106,school,KwaZulu-Natal,"669 Charles Crossing, Port James, KwaZulu-Natal - Lat: -27.998664, Lon: 29.175505",-27.9986644038428,29.17550529226199,2025-05-01,16:03,Able deal on democratic individual region yes population particularly. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?concert,VVIP,https://www.ticketmaster.co.za/
5948,Site process identify.,164,church,Free State,"214 Sharp Manors, South Jorge, Free State - Lat: -27.853521, Lon: 26.168579",-27.853520580041803,26.168578661299453,2025-04-17,21:55,"Officer carry pattern nor quickly election walk wish foot describe. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,General,https://www.ticketmaster.co.za/
5949,Eat be.,317,corporate,Gauteng,"161 Hendricks Via, Brianton, Gauteng - Lat: -26.297064, Lon: 27.635737",-26.297064090529176,27.63573654428544,2025-04-02,12:38,"Old civil memory special eight as. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?school,General,https://www.ticketmaster.co.za/
5950,Management find.,162,school,Free State,"661 Roger Junctions, East Walter, Free State - Lat: -28.821329, Lon: 27.654236",-28.82132893595784,27.6542356995026,2025-04-19,16:43,Out discover buy person school eat hour budget son medical push herself table. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?night light,Early Bird,https://www.ticketmaster.co.za/
5951,Reduce law month.,487,food,Mpumalanga,"588 Shannon Vista, South Ericside, Mpumalanga - Lat: -24.846178, Lon: 29.103867",-24.846177654780398,29.10386666494686,2025-05-19,22:22,Wonder pressure court business simply he thought author research certainly. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?music,Early Bird,https://www.ticketmaster.co.za/
5952,Away rock beat.,226,corporate,Free State,"202 Joseph Walks, East Robertmouth, Free State - Lat: -27.357095, Lon: 27.346426",-27.35709462402197,27.346426128375757,2025-01-03,08:45,"Cultural there parent behind ready enough change. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?church,VVIP,https://www.ticketmaster.co.za/
5953,Memory lay minute.,367,sport,North West,"715 Robert Path, Wilsonchester, North West - Lat: -25.511026, Lon: 27.911115",-25.511025988011475,27.91111482053914,2025-02-14,19:07,"End sea model coach particular shoulder food page recognize teach report. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?lifestyle,VVIP,https://www.ticketmaster.co.za/
5954,Economic.,0,night light,KwaZulu-Natal,"901 Todd Route, Tracyton, KwaZulu-Natal - Lat: -27.437208, Lon: 30.998283",-27.43720801352809,30.998283477639756,2024-11-26,10:35,"Much card per white kid study concern myself authority. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?lifestyle,Free,No entrance fee
5955,Nature financial.,222,school,KwaZulu-Natal,"787 Sarah Land, Brookeside, KwaZulu-Natal - Lat: -29.662948, Lon: 28.784851",-29.66294843938033,28.78485059810559,2025-06-05,19:00,Reality management again able movement front eye serious according trouble involve sport yard. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?corporate,VVIP,https://www.ticketmaster.co.za/
5956,Task seem defense.,170,lifestyle,Limpopo,"202 Frederick Mountain, West Jasonborough, Limpopo - Lat: -23.571067, Lon: 27.247109",-23.571067426063998,27.24710872765474,2025-01-17,14:42,"Son reality project safe without be head dark far because form foot glass. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?sports,General,https://www.ticketmaster.co.za/
5957,Protect see.,108,sport,Eastern Cape,"906 Bryan Road, South Eddie, Eastern Cape - Lat: -34.086891, Lon: 17.845690",-34.08689135212462,17.845690340149353,2025-02-22,21:39,"Anyone task fear than friend trial. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?music,General,https://www.ticketmaster.co.za/
5958,Product recently show.,209,sport,Gauteng,"665 Alex Spurs, Bensontown, Gauteng - Lat: -26.341812, Lon: 28.466123",-26.341812463104134,28.46612280389122,2025-03-09,15:23,"Light church party sort building keep recent past arm. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?concert,VVIP,https://www.ticketmaster.co.za/
